,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm,pop,PN,country
0,26.0,65.0,25.0,65.0,25.0,66.0,26.0,66.0,26.0,65.0,33.33332935969035,0.003939129463050112,0.0,0.0,Finland
1,25.0,64.0,24.0,64.0,24.0,65.0,25.0,65.0,25.0,64.0,85.90453863143921,0.002307127630207632,69314.0,3399.7321405573966,Finland
2,26.0,64.0,25.0,64.0,25.0,65.0,26.0,65.0,26.0,64.0,52.251152197519936,0.001943141888075158,0.0,49740.57754893795,Finland
3,27.0,64.0,26.0,64.0,26.0,65.0,27.0,65.0,27.0,64.0,89.66132799784342,0.0010984808658180425,0.0,6098.744337948837,Finland
4,28.0,64.0,27.0,64.0,27.0,65.0,28.0,65.0,28.0,64.0,99.99999602635702,0.0014397453340181418,0.0,0.0,Finland
5,29.0,64.0,28.0,64.0,28.0,65.0,29.0,65.0,29.0,64.0,32.976583639780685,0.0005563815711835,17736.0,0.0015552007714118466,Finland
6,22.0,63.0,21.0,63.0,21.0,64.0,22.0,64.0,22.0,63.0,73.17838271458945,0.004245470493357291,128884.0,5184.57998161436,Finland
7,23.0,63.0,22.0,63.0,22.0,64.0,23.0,64.0,23.0,63.0,60.081527630488075,0.004985120866755384,0.0,51922.11080769704,Finland
8,24.0,63.0,23.0,63.0,23.0,64.0,24.0,64.0,24.0,63.0,71.82073791821799,0.003586510467081825,0.0,36469.85053064018,Finland
9,25.0,63.0,24.0,63.0,24.0,64.0,25.0,64.0,25.0,63.0,58.92054041226705,0.0009114371101927122,0.0,23330.981920949154,Finland
10,26.0,63.0,25.0,63.0,25.0,64.0,26.0,64.0,26.0,63.0,69.47290897369385,0.0011722532569700668,0.0,30007.357873939985,Finland
11,27.0,63.0,26.0,63.0,26.0,64.0,27.0,64.0,27.0,63.0,98.6395537853241,0.0015793647122512445,0.0,9144.331746168156,Finland
12,28.0,63.0,27.0,63.0,27.0,64.0,28.0,64.0,28.0,63.0,99.68998630841574,0.005084235923510268,151840.0,8222.293350261223,Finland
13,29.0,63.0,28.0,63.0,28.0,64.0,29.0,64.0,29.0,63.0,99.45438305536905,0.0018521018197019366,58996.0,37.71639476834105,Finland
14,30.0,63.0,29.0,63.0,29.0,64.0,30.0,64.0,30.0,63.0,98.69832396507263,0.0011147975698528158,35336.0,162.6085903609878,Finland
15,31.0,63.0,30.0,63.0,30.0,64.0,31.0,64.0,31.0,63.0,99.99999602635702,0.0013231699900243513,0.0,0.0,Finland
16,43.0,63.0,42.0,63.0,42.0,64.0,43.0,64.0,43.0,63.0,99.73669250806174,0.0002528558467011007,8034.0,21.484247473718113,Russia
18,22.0,62.0,21.0,62.0,21.0,63.0,22.0,63.0,22.0,62.0,65.65234065055847,0.0016400527317494496,0.0,41982.09641229027,Finland
19,23.0,62.0,22.0,62.0,22.0,63.0,23.0,63.0,23.0,62.0,59.80489651362101,0.004309026247351771,0.0,110302.52372827227,Finland
20,24.0,62.0,23.0,62.0,23.0,63.0,24.0,63.0,24.0,62.0,79.52122886975607,0.006274760307740154,172961.0,21737.70833515701,Finland
21,25.0,62.0,24.0,62.0,24.0,63.0,25.0,63.0,25.0,62.0,97.69361615180969,0.0028970148174170952,92344.0,7.487035595480951,Finland
22,26.0,62.0,25.0,62.0,25.0,63.0,26.0,63.0,26.0,62.0,99.47511951128641,0.006394054732010303,203818.0,14.128098289571808,Finland
23,27.0,62.0,26.0,62.0,26.0,63.0,27.0,63.0,27.0,62.0,99.89834626515707,0.0017464295017751471,55669.0,4.210532961177412,Finland
24,28.0,62.0,27.0,62.0,27.0,63.0,28.0,63.0,28.0,62.0,100.00000397364299,0.0026466747420243204,0.0,0.0,Finland
25,29.0,62.0,28.0,62.0,28.0,63.0,29.0,63.0,29.0,62.0,99.9894360701243,0.00219683055567287,70024.0,6.528853339381405,Finland
26,30.0,62.0,29.0,62.0,29.0,63.0,30.0,63.0,30.0,62.0,96.07712229092917,0.0021315849761970635,60136.0,6276.38938571042,Finland
27,31.0,62.0,30.0,62.0,30.0,63.0,31.0,63.0,31.0,62.0,100.00000397364299,0.0028109173975784437,0.0,0.0,Finland
28,32.0,62.0,31.0,62.0,31.0,63.0,32.0,63.0,32.0,62.0,99.99999205271402,0.0004481495450223715,0.0,0.0,Russia
31,36.0,62.0,35.0,62.0,35.0,63.0,36.0,63.0,36.0,62.0,99.54211314519247,0.00021436896047847414,6466.0,295.0927803605653,Russia
37,43.0,62.0,42.0,62.0,42.0,63.0,43.0,63.0,43.0,62.0,98.79897038141885,0.00026979933314204524,8485.0,92.8632560961423,Russia
38,44.0,62.0,43.0,62.0,43.0,63.0,44.0,63.0,44.0,62.0,94.04908219973245,0.0002914405654590138,9262.0,23.12942344144116,Russia
43,6.0,61.0,5.0,61.0,5.0,62.0,6.0,62.0,6.0,61.0,100.00000397364299,0.0016545414591024714,0.0,0.0,Norway
45,17.0,61.0,16.0,61.0,16.0,62.0,17.0,62.0,17.0,61.0,33.2213540871938,0.0026036341540425084,83001.0,0.0024936624171043157,Sweden
46,18.0,61.0,17.0,61.0,17.0,62.0,18.0,62.0,18.0,61.0,30.90360164642334,0.0034747460279324887,110771.0,0.3147860574264986,Sweden
47,22.0,61.0,21.0,61.0,21.0,62.0,22.0,62.0,22.0,61.0,60.88880697886149,0.007306961060531896,0.0,61247.45392734742,Finland
48,23.0,61.0,22.0,61.0,22.0,62.0,23.0,62.0,23.0,61.0,71.8324919541677,0.0036147433203194824,0.0,92530.25810789494,Finland
49,24.0,61.0,23.0,61.0,23.0,62.0,24.0,62.0,24.0,61.0,82.79369274775186,0.011363904467207354,303016.0,47578.716224235344,Finland
50,25.0,61.0,24.0,61.0,24.0,62.0,25.0,62.0,25.0,61.0,83.44677289326987,0.0070255225742252535,209226.0,11836.267692489442,Finland
51,26.0,61.0,25.0,61.0,25.0,62.0,26.0,62.0,26.0,61.0,88.52126399676004,0.007473298085604121,223587.0,11766.239551365932,Finland
52,27.0,61.0,26.0,61.0,26.0,62.0,27.0,62.0,27.0,61.0,98.72905015945435,0.004019647289974284,125183.0,2376.1260815188452,Finland
53,28.0,61.0,27.0,61.0,27.0,62.0,28.0,62.0,28.0,61.0,99.99999602635702,0.00280027265294234,0.0,0.0,Finland
54,29.0,61.0,28.0,61.0,28.0,62.0,29.0,62.0,29.0,61.0,90.98449945449829,0.005269629728199742,158822.0,7361.589486340266,Finland
55,31.0,61.0,30.0,61.0,30.0,62.0,31.0,62.0,31.0,61.0,99.99906818072,0.0009710886601495858,30268.0,553.0011361815369,Russia
59,36.0,61.0,35.0,61.0,35.0,62.0,36.0,62.0,36.0,61.0,94.65974768002829,0.0004164368147237962,13275.0,0.11431699707091522,Russia
69,47.0,61.0,46.0,61.0,46.0,62.0,47.0,62.0,47.0,61.0,99.99680916468301,0.0033303281509501122,106153.0,11.601792907689735,Russia
80,5.0,60.0,4.0,60.0,4.0,61.0,5.0,61.0,5.0,60.0,93.42329303423563,0.0006291748911425468,19836.0,177.72839303486802,Norway
81,6.0,60.0,5.0,60.0,5.0,61.0,6.0,61.0,6.0,60.0,98.82607261339822,0.014767426978075537,468047.0,2186.3963186501705,Norway
82,11.0,60.0,10.0,60.0,10.0,61.0,11.0,61.0,11.0,60.0,80.65099120140076,0.03954478872014754,1220250.0,32438.123120413333,Norway
83,12.0,60.0,11.0,60.0,11.0,61.0,12.0,61.0,12.0,60.0,63.6711061000824,0.012497808340028699,0.0,134102.58012577443,Norway
84,13.0,60.0,12.0,60.0,12.0,61.0,13.0,61.0,13.0,60.0,53.981091578801475,0.0029432614683298085,67704.0,20976.69299290627,Sweden
88,17.0,60.0,16.0,60.0,16.0,61.0,17.0,61.0,17.0,60.0,99.41719571749368,0.0051285949682412,163463.0,25.076316600877327,Sweden
89,18.0,60.0,17.0,60.0,17.0,61.0,18.0,61.0,18.0,60.0,68.06895136833191,0.010790582559889664,320515.0,18851.48835544175,Sweden
90,19.0,60.0,18.0,60.0,18.0,61.0,19.0,61.0,19.0,60.0,82.22651282946268,0.0034474638137878023,90017.0,15966.72446967104,Sweden
91,22.0,60.0,21.0,60.0,21.0,61.0,22.0,61.0,22.0,60.0,62.55404154459635,0.0029654969461817074,0.0,26441.608926017525,Finland
92,23.0,60.0,22.0,60.0,22.0,61.0,23.0,61.0,23.0,60.0,68.44862898190817,0.01767398636956815,0.0,181340.95313454556,Finland
93,24.0,60.0,23.0,60.0,23.0,61.0,24.0,61.0,24.0,60.0,68.87385845184326,0.0064193562265080694,0.0,164322.78474279496,Finland
94,25.0,60.0,24.0,60.0,24.0,61.0,25.0,61.0,25.0,60.0,70.81598043441772,0.030562285830867664,964604.0,7780.862551132624,Finland
95,26.0,60.0,25.0,60.0,25.0,61.0,26.0,61.0,26.0,60.0,81.93273146947226,0.022791292574672023,709840.0,13427.872712199081,Finland
96,27.0,60.0,26.0,60.0,26.0,61.0,27.0,61.0,27.0,60.0,85.03355979919434,0.003691661498790416,0.0,33942.53856011759,Finland
97,28.0,60.0,27.0,60.0,27.0,61.0,28.0,61.0,28.0,60.0,95.03861665725708,0.0018320392061651988,0.0,18133.991606786698,Finland
98,29.0,60.0,28.0,60.0,28.0,61.0,29.0,61.0,29.0,60.0,99.99217192331949,0.001977861607238118,62991.0,48.441905768147414,Russia
99,30.0,60.0,29.0,60.0,29.0,61.0,30.0,61.0,30.0,60.0,98.7228294213613,0.01551299194269406,494472.0,53.18320368828479,Russia
100,31.0,60.0,30.0,60.0,30.0,61.0,31.0,61.0,31.0,60.0,76.61630312601724,0.16686814814964238,5319403.0,148.70090646208834,Russia
102,33.0,60.0,32.0,60.0,32.0,61.0,33.0,61.0,33.0,60.0,99.80172316233316,0.0019662009845255396,62446.0,187.66510922056548,Russia
107,38.0,60.0,37.0,60.0,37.0,61.0,38.0,61.0,38.0,60.0,99.17367696762085,0.0005144765148271461,15675.0,582.3733092231613,Russia
127,-3.0,59.0,-4.0,59.0,-4.0,60.0,-3.0,60.0,-3.0,59.0,57.03020294507345,0.00037113463399945966,11831.0,0.1790438257527714,United Kingdom
128,6.0,59.0,5.0,59.0,5.0,60.0,6.0,60.0,6.0,59.0,10.077402740716934,0.015537772553681104,491325.0,3214.553416788281,Norway
129,7.0,59.0,6.0,59.0,6.0,60.0,7.0,60.0,7.0,59.0,18.791782359282173,0.0013220545223161014,42142.0,2.3795738275458977,Norway
130,10.0,59.0,9.0,59.0,9.0,60.0,10.0,60.0,10.0,59.0,90.50044814745584,0.0069686418715164105,206318.0,12715.158647491884,Norway
131,11.0,59.0,10.0,59.0,10.0,60.0,11.0,60.0,11.0,59.0,87.92282938957214,0.016505648096323967,422198.0,83497.40875452239,Norway
132,12.0,59.0,11.0,59.0,11.0,60.0,12.0,60.0,12.0,59.0,85.46426693598428,0.00950617134070924,0.0,84639.34194883177,Norway
135,15.0,59.0,14.0,59.0,14.0,60.0,15.0,60.0,15.0,59.0,55.83606561024984,0.004746423328283111,127081.0,19455.69143670585,Sweden
136,16.0,59.0,15.0,59.0,15.0,60.0,16.0,60.0,16.0,59.0,52.496556440989174,0.009058717047488313,0.0,31715.083949325293,Sweden
137,17.0,59.0,16.0,59.0,16.0,60.0,17.0,60.0,17.0,59.0,61.45175298055013,0.012509356375416407,0.0,35591.69707587177,Sweden
138,18.0,59.0,17.0,59.0,17.0,60.0,18.0,60.0,18.0,59.0,59.105835358301796,0.04012349627636688,1140154.0,111566.9264676046,Sweden
139,19.0,59.0,18.0,59.0,18.0,60.0,19.0,60.0,19.0,59.0,88.17805250485739,0.04069002193606644,1267198.0,24056.080295313583,Sweden
140,24.0,59.0,23.0,59.0,23.0,60.0,24.0,60.0,24.0,59.0,99.93037581443787,0.0009838459074205054,31352.0,9.63582598693904,Estonia
141,25.0,59.0,24.0,59.0,24.0,60.0,25.0,60.0,25.0,59.0,91.87125364939371,0.0196666227413023,626780.0,137.62793189013323,Estonia
142,26.0,59.0,25.0,59.0,25.0,60.0,26.0,60.0,26.0,59.0,53.362793723742165,0.002973434314067106,89365.0,4356.14306250409,Estonia
143,27.0,59.0,26.0,59.0,26.0,60.0,27.0,60.0,27.0,59.0,73.85141650835672,0.0031706685395457555,0.0,12280.02918670491,Estonia
144,28.0,59.0,27.0,59.0,27.0,60.0,28.0,60.0,28.0,59.0,43.647004167238876,0.0031842524021491337,97033.0,3594.7701049345324,Estonia
145,29.0,59.0,28.0,59.0,28.0,60.0,29.0,60.0,29.0,59.0,70.37463784217834,0.005838163271664048,186001.0,90.60297200527445,Russia
146,30.0,59.0,29.0,59.0,29.0,60.0,30.0,60.0,30.0,59.0,63.630406061808266,0.0046383731726645375,146047.0,1460.6719689806787,Russia
147,31.0,59.0,30.0,59.0,30.0,60.0,31.0,60.0,31.0,59.0,33.74209105968475,0.00789709152723349,249187.0,2058.6923803366467,Russia
148,32.0,59.0,31.0,59.0,31.0,60.0,32.0,60.0,32.0,59.0,92.87307262420654,0.004559042870524795,144984.0,283.92434211248434,Russia
149,33.0,59.0,32.0,59.0,32.0,60.0,33.0,60.0,33.0,59.0,95.8305299282074,0.002203972634766667,70120.0,112.21618097458658,Russia
150,34.0,59.0,33.0,59.0,33.0,60.0,34.0,60.0,34.0,59.0,95.53181529045105,0.0011007669819415192,35027.0,51.24939298390085,Russia
151,35.0,59.0,34.0,59.0,34.0,60.0,35.0,60.0,35.0,59.0,99.32219187418619,0.0012960048754450807,41306.0,7.176238508101608,Russia
154,38.0,59.0,37.0,59.0,37.0,60.0,38.0,60.0,38.0,59.0,99.79671438535055,0.011375585973458354,362624.0,14.141649565932438,Russia
155,39.0,59.0,38.0,59.0,38.0,60.0,39.0,60.0,39.0,59.0,99.20626481374106,0.0028502695311237443,85582.0,4241.058765755063,Russia
156,40.0,59.0,39.0,59.0,39.0,60.0,40.0,60.0,40.0,59.0,99.29204185803732,0.011112671099758968,353960.0,241.3389040185351,Russia
159,43.0,59.0,42.0,59.0,42.0,60.0,43.0,60.0,43.0,59.0,99.89219307899475,0.0006179464319995679,19696.0,2.235491290089811,Russia
161,45.0,59.0,44.0,59.0,44.0,60.0,45.0,60.0,45.0,59.0,98.5787590344747,0.0004721660397962475,15041.0,8.282722181539949,Russia
162,46.0,59.0,45.0,59.0,45.0,60.0,46.0,60.0,46.0,59.0,97.09493319193521,0.0005566956508606481,17679.0,54.41000713717761,Russia
163,47.0,59.0,46.0,59.0,46.0,60.0,47.0,60.0,47.0,59.0,97.23634521166483,0.0009747501388148171,19535.0,9264.860681453792,Russia
164,48.0,59.0,47.0,59.0,47.0,60.0,48.0,60.0,48.0,59.0,99.36856627464294,0.0005511008559669641,17563.0,3.76381819302147,Russia
165,50.0,59.0,49.0,59.0,49.0,60.0,50.0,60.0,50.0,59.0,97.16265797615051,0.005781852542951785,182511.0,1452.2683946227005,Russia
166,51.0,59.0,50.0,59.0,50.0,60.0,51.0,60.0,51.0,59.0,99.99895493189493,0.0019614638745886212,62527.0,0.0,Russia
168,53.0,59.0,52.0,59.0,52.0,60.0,53.0,60.0,53.0,59.0,77.49768694241843,0.001137196045890589,36251.0,1.3094314766050767,Russia
170,55.0,59.0,54.0,59.0,54.0,60.0,55.0,60.0,55.0,59.0,98.04365634918213,0.0008947546698742937,0.0,22903.944543258836,Russia
171,56.0,59.0,55.0,59.0,55.0,60.0,56.0,60.0,56.0,59.0,96.35759194691977,0.0010124416027746923,29051.0,2589.1789065210455,Russia
172,57.0,59.0,56.0,59.0,56.0,60.0,57.0,60.0,57.0,59.0,97.90478150049844,0.007892026541764652,251588.0,1.1599861893498062,Russia
175,63.0,59.0,62.0,59.0,62.0,60.0,63.0,60.0,63.0,59.0,99.7809648513794,0.0002762424367822419,8806.0,0.19911107388867622,Russia
186,-122.0,58.0,-123.0,58.0,-123.0,59.0,-122.0,59.0,-122.0,58.0,33.02740454673767,5.312429965354703e-06,0.0,0.14075846911990872,Canada
187,-117.0,58.0,-118.0,58.0,-118.0,59.0,-117.0,59.0,-117.0,58.0,64.2018755276998,0.00015344311104033897,4886.0,4.258508016716525,Canada
188,-116.0,58.0,-117.0,58.0,-117.0,59.0,-116.0,59.0,-116.0,58.0,31.383922696113586,0.0001183212886775801,0.0,3028.790265536085,Canada
189,-115.0,58.0,-116.0,58.0,-116.0,59.0,-115.0,59.0,-115.0,58.0,41.1163608233134,0.00011006901154804946,0.0,321.11875620159265,Canada
191,-3.0,58.0,-4.0,58.0,-4.0,59.0,-3.0,59.0,-3.0,58.0,93.93989642461142,0.0031363864094343784,99947.0,29.766242598361202,United Kingdom
192,-2.0,58.0,-3.0,58.0,-3.0,59.0,-2.0,59.0,-2.0,58.0,22.11457391579946,0.0020003469670084656,63767.0,1.1747107363596172,United Kingdom
193,6.0,58.0,5.0,58.0,5.0,59.0,6.0,59.0,6.0,58.0,6.14866279065609,0.002273890225782784,0.0,58207.07885895046,Norway
194,7.0,58.0,6.0,58.0,6.0,59.0,7.0,59.0,7.0,58.0,22.438713908195496,0.0016676770223541238,45422.0,6216.385152762631,Norway
196,9.0,58.0,8.0,58.0,8.0,59.0,9.0,59.0,9.0,58.0,99.70719019571939,0.0049769446805276165,157229.0,0.0,Norway
197,10.0,58.0,9.0,58.0,9.0,59.0,10.0,59.0,10.0,58.0,99.85372026761374,4.0608653990732955e-05,1293.0,1.1100088395823806,Norway
198,11.0,58.0,10.0,58.0,10.0,59.0,11.0,59.0,11.0,58.0,58.25476050376892,0.000368828510920198,11753.0,3.22996316577345,Norway
199,12.0,58.0,11.0,58.0,11.0,59.0,12.0,59.0,12.0,58.0,92.97869801521301,0.019033002428537806,606749.0,2.5852012902754944,Sweden
200,13.0,58.0,12.0,58.0,12.0,59.0,13.0,59.0,13.0,58.0,35.853343208630875,0.02442059472968574,602875.0,141025.08347474827,Sweden
201,14.0,58.0,13.0,58.0,13.0,59.0,14.0,59.0,14.0,58.0,29.339230060577393,0.010242556445562111,0.0,262189.125923547,Sweden
202,15.0,58.0,14.0,58.0,14.0,59.0,15.0,59.0,15.0,58.0,41.72527988751729,0.010772013688202487,0.0,76524.67025086423,Sweden
203,16.0,58.0,15.0,58.0,15.0,59.0,16.0,59.0,16.0,58.0,31.96115493774414,0.013427178689337287,0.0,132506.7697755706,Sweden
204,17.0,58.0,16.0,58.0,16.0,59.0,17.0,59.0,17.0,58.0,50.13121763865153,0.006696979621157606,0.0,28825.329095133264,Sweden
205,18.0,58.0,17.0,58.0,17.0,59.0,18.0,59.0,18.0,58.0,85.85477868715921,0.00045463584364130444,0.0,11637.7756950976,Sweden
207,23.0,58.0,22.0,58.0,22.0,59.0,23.0,59.0,23.0,58.0,99.69626069068909,0.0010473456460224381,33348.0,32.01338206075305,Estonia
208,24.0,58.0,23.0,58.0,23.0,59.0,24.0,59.0,24.0,58.0,99.2193321386973,0.000284927456856199,0.0,80.27743944080557,Estonia
209,25.0,58.0,24.0,58.0,24.0,59.0,25.0,59.0,25.0,58.0,98.45422903696695,0.0031330797597601324,99313.0,454.05778570158424,Estonia
210,26.0,58.0,25.0,58.0,25.0,59.0,26.0,59.0,26.0,58.0,76.90822879473367,0.0031556248592785117,0.0,15486.68296832866,Estonia
211,27.0,58.0,26.0,58.0,26.0,59.0,27.0,59.0,27.0,58.0,80.37694295247397,0.00781579039175357,200004.0,39470.53587262988,Estonia
212,28.0,58.0,27.0,58.0,27.0,59.0,28.0,59.0,28.0,58.0,89.5767867565155,0.0023874510304666635,64961.0,8951.751472255448,Estonia
213,29.0,58.0,28.0,58.0,28.0,59.0,29.0,59.0,29.0,58.0,98.44099680582681,0.007905787482678648,252024.0,3.215562390607201,Russia
214,30.0,58.0,29.0,58.0,29.0,59.0,30.0,59.0,30.0,58.0,84.85762476921082,0.0014503213695569654,45929.0,245.38792273842824,Russia
215,31.0,58.0,30.0,58.0,30.0,59.0,31.0,59.0,31.0,58.0,53.20595105489095,0.0040668810005888645,0.0,61083.681261701524,Russia
216,32.0,58.0,31.0,58.0,31.0,59.0,32.0,59.0,32.0,58.0,39.40557241439819,0.012424495190979663,295242.0,80969.88213711554,Russia
217,33.0,58.0,32.0,58.0,32.0,59.0,33.0,59.0,33.0,58.0,96.53060038884482,0.001302505986509255,41471.0,41.06650528034986,Russia
218,34.0,58.0,33.0,58.0,33.0,59.0,34.0,59.0,34.0,58.0,84.03489192326865,0.0036187969168486995,96933.0,14799.26022568336,Russia
219,35.0,58.0,34.0,58.0,34.0,59.0,35.0,59.0,35.0,58.0,78.37193012237549,0.0028447178273958928,83693.0,5615.670716206556,Russia
220,36.0,58.0,35.0,58.0,35.0,59.0,36.0,59.0,36.0,58.0,99.62085485458374,0.0018330093013843364,58316.0,94.82647289481443,Russia
221,37.0,58.0,36.0,58.0,36.0,59.0,37.0,59.0,37.0,58.0,93.60516667366028,0.001467275737193887,46326.0,360.12535888162535,Russia
222,38.0,58.0,37.0,58.0,37.0,59.0,38.0,59.0,38.0,58.0,80.26038209597269,0.0015396527471310084,46995.0,1675.840962512711,Russia
223,39.0,58.0,38.0,58.0,38.0,59.0,39.0,59.0,39.0,58.0,47.14316427707672,0.007838611689591043,243882.0,4821.165012079457,Russia
224,40.0,58.0,39.0,58.0,39.0,59.0,40.0,59.0,40.0,58.0,85.45078237851462,0.014071134411731672,439266.0,7473.24482641119,Russia
225,41.0,58.0,40.0,58.0,40.0,59.0,41.0,59.0,41.0,58.0,62.62927055358887,0.010642567466339507,328836.0,8381.572519450376,Russia
226,42.0,58.0,41.0,58.0,41.0,59.0,42.0,59.0,42.0,58.0,94.24296617507935,0.004461558012832142,132464.0,7841.230519720883,Russia
227,43.0,58.0,42.0,58.0,42.0,59.0,43.0,59.0,43.0,58.0,99.92153644561768,0.0014360992626355443,45314.0,374.92107527040713,Russia
228,44.0,58.0,43.0,58.0,43.0,59.0,44.0,59.0,44.0,58.0,99.4134763876597,0.00087650573672696,23407.0,3640.987064879128,Russia
229,45.0,58.0,44.0,58.0,44.0,59.0,45.0,59.0,45.0,58.0,97.17511932055154,0.0014774349205644223,40795.0,5061.325088458741,Russia
230,46.0,58.0,45.0,58.0,45.0,59.0,46.0,59.0,46.0,58.0,85.3764514128367,0.0028709348903462077,66307.0,20247.238337895258,Russia
231,47.0,58.0,46.0,58.0,46.0,59.0,47.0,59.0,47.0,58.0,99.67740178108215,0.002002594866422389,47914.0,12788.48928204407,Russia
232,48.0,58.0,47.0,58.0,47.0,59.0,48.0,59.0,48.0,58.0,93.82954041163126,0.0010790207579073805,0.0,588.3187527255907,Russia
233,49.0,58.0,48.0,58.0,48.0,59.0,49.0,59.0,49.0,58.0,67.13756124178568,0.002295868063531281,0.0,1066.9359915464488,Russia
234,50.0,58.0,49.0,58.0,49.0,59.0,50.0,59.0,50.0,58.0,94.2475457986196,0.014334807700309123,456685.0,235.6715020866211,Russia
235,51.0,58.0,50.0,58.0,50.0,59.0,51.0,59.0,51.0,58.0,96.75071239471436,0.0031602078091689033,100454.0,232.94692805252265,Russia
236,52.0,58.0,51.0,58.0,51.0,59.0,52.0,59.0,52.0,58.0,70.96154491106668,0.0012665344456367648,40149.0,181.4504176516395,Russia
237,53.0,58.0,52.0,58.0,52.0,59.0,53.0,59.0,53.0,58.0,25.78062266111374,0.004870395294353833,155189.0,59.06052582208696,Russia
238,54.0,58.0,53.0,58.0,53.0,59.0,54.0,59.0,54.0,58.0,92.38545298576355,0.002219976874863752,70760.0,8.196376048803538,Russia
239,55.0,58.0,54.0,58.0,54.0,59.0,55.0,59.0,55.0,58.0,93.84861191113791,0.0031628009561119014,87931.0,10354.592151774577,Russia
240,56.0,58.0,55.0,58.0,55.0,59.0,56.0,59.0,56.0,58.0,86.02790037790933,0.014726930964864464,461436.0,6458.167228599807,Russia
241,57.0,58.0,56.0,58.0,56.0,59.0,57.0,59.0,57.0,58.0,87.63868610064188,0.02016310485078586,642744.0,28.30310422848098,Russia
242,58.0,58.0,57.0,58.0,57.0,59.0,58.0,59.0,58.0,58.0,99.68164364496866,0.003595590313732534,114590.0,26.916230086133222,Russia
244,60.0,58.0,59.0,58.0,59.0,59.0,60.0,59.0,60.0,58.0,99.8800834019979,0.008209997470226686,261712.0,11.246998111652148,Russia
245,61.0,58.0,60.0,58.0,60.0,59.0,61.0,59.0,61.0,58.0,98.04080327351889,0.0040330472132848,128567.0,1.6839520084877901,Russia
247,63.0,58.0,62.0,58.0,62.0,59.0,63.0,59.0,63.0,58.0,93.64937543869019,0.0010185296367791466,32467.0,2.0709103617395286,Russia
248,64.0,58.0,63.0,58.0,63.0,59.0,64.0,59.0,64.0,58.0,83.57752958933511,0.0014608508556101863,46549.0,17.05265336392536,Russia
269,93.0,58.0,92.0,58.0,92.0,59.0,93.0,59.0,93.0,58.0,97.32841650644937,0.0027902647847965305,88945.0,4.289524835003883,Russia
276,-117.0,57.0,-118.0,57.0,-118.0,58.0,-117.0,58.0,-117.0,57.0,30.887003739674885,5.3927136451270314e-05,0.0,1380.427713029065,Canada
277,-116.0,57.0,-117.0,57.0,-117.0,58.0,-116.0,58.0,-116.0,57.0,22.75493939717611,1.2810577357428113e-05,0.0,327.92536685266265,Canada
280,-4.0,57.0,-5.0,57.0,-5.0,58.0,-4.0,58.0,-4.0,57.0,85.55153409639993,0.0037242669223203338,117264.0,1173.8418736662836,United Kingdom
281,-3.0,57.0,-4.0,57.0,-4.0,58.0,-3.0,58.0,-3.0,57.0,28.64326536655426,0.003276043194609975,0.0,27906.240221165895,United Kingdom
282,-2.0,57.0,-3.0,57.0,-3.0,58.0,-2.0,58.0,-2.0,57.0,1.3028176501393318,0.01790586315157196,0.0,458354.5752048482,United Kingdom
283,-1.0,57.0,-2.0,57.0,-2.0,58.0,-1.0,58.0,-1.0,57.0,6.721470753351848,0.0028755664769890936,0.0,73608.79729039634,United Kingdom
284,9.0,57.0,8.0,57.0,8.0,58.0,9.0,58.0,9.0,57.0,28.468363483746845,0.003059198443493019,97320.0,163.43411942102435,Denmark
285,10.0,57.0,9.0,57.0,9.0,58.0,10.0,58.0,10.0,57.0,28.224992752075195,0.011881748404924298,0.0,16449.581641067623,Denmark
286,11.0,57.0,10.0,57.0,10.0,58.0,11.0,58.0,11.0,57.0,21.823430061340332,0.0065449153555471535,0.0,12684.577833111824,Denmark
287,12.0,57.0,11.0,57.0,11.0,58.0,12.0,58.0,12.0,57.0,78.627081712087,0.0028334261740151087,90324.0,1.5765584659365846,Sweden
288,13.0,57.0,12.0,57.0,12.0,58.0,13.0,58.0,13.0,57.0,41.56163831551869,0.011574147757261732,338443.0,24513.97970551063,Sweden
289,14.0,57.0,13.0,57.0,13.0,58.0,14.0,58.0,14.0,57.0,93.76648863156638,0.0036738504795664974,117020.0,79.07497164190892,Sweden
290,15.0,57.0,14.0,57.0,14.0,58.0,15.0,58.0,15.0,57.0,98.10039401054382,0.006191651048612542,188077.0,7472.402148668014,Sweden
291,16.0,57.0,15.0,57.0,15.0,58.0,16.0,58.0,16.0,57.0,84.75068410237631,0.002964792426002606,87846.0,5354.4766155167235,Sweden
292,17.0,57.0,16.0,57.0,16.0,58.0,17.0,58.0,17.0,57.0,97.51254518826804,0.004681112421422562,149186.0,34.463863137291256,Sweden
293,18.0,57.0,17.0,57.0,17.0,58.0,18.0,58.0,18.0,57.0,32.505351305007935,4.4514487525200116e-05,0.0,0.054835164458295955,Sweden
294,19.0,57.0,18.0,57.0,18.0,58.0,19.0,58.0,19.0,57.0,24.3573988477389,0.0014398368870101954,0.0,36856.96797319103,Sweden
295,22.0,57.0,21.0,57.0,21.0,58.0,22.0,58.0,22.0,57.0,83.70859821637472,0.0030594391661528573,82007.0,12465.304822604952,Latvia
296,23.0,57.0,22.0,57.0,22.0,58.0,23.0,58.0,23.0,57.0,92.30625033378601,0.003930257812526052,87815.0,30093.066320921826,Latvia
